2014-2015 Award Year Campus-Based Program Data by School,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,, FEDERAL WORK-STUDY ,,, PERKINS LOAN ,,, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS ,,
00124200, Monterey Peninsula College, CA,939404799, Public,89," $136,838.00 "," $132,046.00 ",0, $-   , $-   ,262," $111,672.00 "," $101,804.00 "
00124300, Mount Saint Mary's University, CA,900491599, Private/Non-Profit,558," $323,776.00 "," $1,346,093.00 ",0, $-   , $-   ,167," $265,827.00 "," $411,065.00 "
00124500, Mount San Antonio College, CA,917891399, Public,199," $529,759.00 "," $541,710.00 ",1, $-   ," $5,500.00 ",2550," $560,972.00 "," $707,100.00 "
00124600, Mt. San Jacinto College, CA,925832399, Public,130," $312,767.00 "," $270,143.00 ",0, $-   , $-   ,707," $370,849.00 "," $360,900.00 "
00124700, Napa Valley College, CA,945586236, Public,50," $152,838.00 "," $139,882.00 ",0, $-   , $-   ,675," $226,120.00 "," $215,352.00 "
00124900, Occidental College, CA,900413314, Private/Non-Profit,573," $187,887.00 "," $862,997.00 ",305, $-   ," $648,898.00 ",101," $204,482.00 "," $295,978.00 "
00125000, Orange Coast College, CA,926285005, Public,216," $700,000.00 "," $682,018.00 ",17, $-   ," $63,750.00 ",3151," $700,000.00 "," $1,010,423.00 "
00125100, Otis College of Art & Design, CA,900453505, Private/Non-Profit,156," $113,638.00 "," $152,119.00 ",1, $-   ," $4,000.00 ",102," $106,846.00 "," $147,600.00 "
00125200, Hope International University, CA,928313104, Private/Non-Profit,51," $75,223.00 "," $104,538.00 ",0, $-   , $-   ,61," $51,823.00 "," $69,098.00 "
00125300, Fresno Pacific University, CA,937024798, Private/Non-Profit,98," $249,856.00 "," $288,796.00 ",76, $-   ," $178,789.00 ",166," $195,273.00 "," $195,273.00 "
00125400, Pacific Lutheran Theological Seminary, CA,947081597, Private/Non-Profit,10," $15,988.00 "," $13,397.00 ",0, $-   , $-   ,0, $-   , $-   
00125500, Pacific Oaks College, CA,911033606, Private/Non-Profit,18," $75,000.00 "," $97,221.00 ",0, $-   , $-   ,196," $30,000.00 "," $32,215.00 "
00125600, Pacific School of Religion, CA,947091323, Private/Non-Profit,15," $71,559.00 "," $39,016.00 ",0, $-   , $-   ,0, $-   , $-   
00125800, Pacific Union College, CA,945089797, Private/Non-Profit,167," $144,456.00 "," $224,825.00 ",277, $-   ," $822,592.00 ",263," $363,198.00 "," $525,309.00 "
00125900, Palo Verde College, CA,922250000, Public,18," $18,554.00 "," $23,905.00 ",0, $-   , $-   ,52," $20,745.00 "," $17,750.00 "
00126000, Palomar College, CA,920691486, Public,86," $327,804.00 "," $285,302.00 ",0, $-   , $-   ,1012," $398,110.00 "," $580,000.00 "
00126100, Pasadena City College, CA,911062003, Public,146," $500,000.00 "," $359,749.00 ",0, $-   , $-   ,1914," $500,000.00 "," $620,986.00 "
00126200, Point Loma Nazarene University, CA,921062899, Private/Non-Profit,490," $264,733.00 "," $750,182.00 ",207, $-   ," $576,586.00 ",202," $161,490.00 "," $216,515.00 "
00126600, Laney College, CA,946074893, Public,93," $427,037.00 "," $355,829.00 ",0, $-   , $-   ,1282," $593,774.00 "," $561,250.00 "
00126700, Merritt College, CA,946193196, Public,84," $232,369.00 "," $246,420.00 ",0, $-   , $-   ,720," $306,863.00 "," $271,104.00 "
00126900, Rio Hondo Community College, CA,906011699, Public,109," $304,982.00 "," $311,599.00 ",0, $-   , $-   ,690," $345,833.00 "," $370,175.00 "
00127000, Riverside City College, CA,925061299, Public,237," $430,603.00 "," $490,682.00 ",0, $-   , $-   ,598," $437,010.00 "," $547,159.00 "
00127200, San Bernardino Valley College, CA,924102798, Public,177," $500,000.00 "," $410,722.00 ",5, $-   ," $5,000.00 ",1435," $500,000.00 "," $595,046.00 "
00127300, San Diego City College, CA,921014787, Public,107," $371,132.00 "," $329,885.00 ",0, $-   , $-   ,1038," $420,912.00 "," $550,633.00 "
00127500, San Diego Mesa College, CA,921114996, Public,79," $358,143.00 "," $325,992.00 ",0, $-   , $-   ,727," $413,378.00 "," $416,111.00 "
00127800, San Francisco Conservatory of Music, CA,941026011, Private/Non-Profit,41," $78,671.00 "," $105,866.00 ",40, $-   ," $119,000.00 ",43," $17,768.00 "," $23,051.00 "
00128000, San Joaquin Delta College, CA,952076370, Public,161," $568,075.00 "," $467,253.00 ",0, $-   , $-   ,692," $570,458.00 "," $537,433.00 "
00128100, William Jessup University, CA,957653707, Private/Non-Profit,139," $66,281.00 "," $261,307.00 ",0, $-   , $-   ,544," $52,417.00 "," $69,455.00 "
00128200, San Jose City College, CA,951282797, Public,66," $300,000.00 "," $260,583.00 ",0, $-   , $-   ,1544," $300,000.00 "," $468,626.00 "
00128400, Santa Ana College, CA,927063398, Public,96," $295,407.00 "," $217,517.00 ",0, $-   , $-   ,1079," $320,844.00 "," $518,133.00 "
00128500, Santa Barbara City College, CA,931092394, Public,147," $386,402.00 "," $326,530.00 ",0, $-   , $-   ,708," $250,000.00 "," $344,636.00 "
00128600, Santa Monica College, CA,904051644, Public,363," $477,372.00 "," $650,299.00 ",0, $-   , $-   ,4157," $492,555.00 "," $578,248.00 "
00128700, Santa Rosa Junior College, CA,954014395, Public,127," $257,832.00 "," $333,732.00 ",0, $-   , $-   ,241," $193,613.00 "," $139,560.00 "
00128800, Claremont School of Theology, CA,917113199, Private/Non-Profit,19," $52,952.00 "," $70,602.00 ",0, $-   , $-   ,0, $-   , $-   
00128900, Shasta College, CA,960497692, Public,86," $226,731.00 "," $318,931.00 ",0, $-   , $-   ,215," $250,000.00 "," $302,455.00 "
00129000, Sierra College, CA,956773397, Public,106," $313,146.00 "," $354,261.00 ",0, $-   , $-   ,847," $316,102.00 "," $421,469.00 "
00129100, Simpson University, CA,960038606, Private/Non-Profit,65," $82,128.00 "," $96,837.00 ",50, $-   ," $111,000.00 ",63," $50,323.00 "," $63,884.00 "
00129200, Solano Community College, CA,945343197, Public,80," $158,870.00 "," $181,765.00 ",0, $-   , $-   ,464," $165,570.00 "," $145,952.00 "
00129300, Vanguard University of Southern California, CA,926266597, Private/Non-Profit,124," $177,251.00 "," $177,251.00 ",147, $-   ," $294,331.00 ",205," $122,291.00 "," $122,291.00 "
00129400, Southwestern Community College District, CA,919107299, Public,154," $388,570.00 "," $374,552.00 ",0, $-   , $-   ,806," $389,984.00 "," $371,625.00 "
00129500, Southwestern Law School, CA,900101106, Private/Non-Profit,278," $382,754.00 "," $524,012.00 ",142, $-   ," $865,739.00 ",0, $-   , $-   
00130200, Saint Mary's College of California, CA,945562744, Private/Non-Profit,239," $473,050.00 "," $572,946.00 ",200, $-   ," $307,812.00 ",375," $286,581.00 "," $327,080.00 "
00130500, Stanford University, CA,943051926, Private/Non-Profit,484," $1,371,579.00 "," $1,607,291.00 ",1747, $-   ," $11,856,465.00 ",543," $886,611.00 "," $1,403,403.00 "
00130700, Fresno City College, CA,937410002, Public,237," $684,940.00 "," $536,473.00 ",0, $-   , $-   ,2127," $856,416.00 "," $984,900.00 "
00130800, Reedley College, CA,936542099, Public,159," $281,547.00 "," $228,431.00 ",0, $-   , $-   ,661," $325,293.00 "," $418,000.00 "
00130900, Taft College, CA,932682317, Public,22," $47,404.00 "," $45,147.00 ",0, $-   , $-   ,328," $40,790.00 "," $38,930.00 "
00131200," University of California, Berkeley", CA,947201520, Public,2044," $3,081,053.00 "," $4,399,530.00 ",2465, $-   ," $4,678,676.00 ",5241," $1,476,915.00 "," $1,969,220.00 "
00131300," University of California, Davis", CA,956168558, Public,1301," $2,407,456.00 "," $3,157,857.00 ",4838, $-   ," $11,064,876.00 ",364," $1,045,191.00 "," $1,393,588.00 "
00131400," University of California, Irvine", CA,926970001, Public,806," $1,625,188.00 "," $1,535,287.00 ",917, $-   ," $1,371,939.00 ",5060," $903,171.00 "," $1,701,911.00 "
00131500," University of California, Los Angeles", CA,900959000, Public,3141," $3,345,951.00 "," $5,584,130.00 ",5831, $-   ," $7,925,461.00 ",2332," $1,742,564.00 "," $2,323,419.00 "
00131600," University of California, Riverside", CA,925210209, Public,1045," $1,127,777.00 "," $1,327,670.00 ",1333, $-   ," $1,824,401.00 ",309," $781,311.00 "," $1,209,749.00 "
00131700," University of California, San Diego", CA,920930013, Public,2053," $1,587,911.00 "," $3,502,422.00 ",2110, $-   ," $3,502,063.00 ",232," $946,618.00 "," $919,665.00 "
00131900," University of California, San Francisco", CA,941430246, Public,135," $500,000.00 "," $498,992.00 ",869, $-   ," $3,367,177.00 ",0, $-   , $-   
00132000," University of California, Santa Barbara", CA,931062030, Public,1089," $1,076,102.00 "," $1,428,891.00 ",1277, $-   ," $2,186,507.00 ",685," $861,659.00 "," $1,148,879.00 "
00132100," University of California, Santa Cruz", CA,950640001, Public,1585," $784,625.00 "," $2,424,963.00 ",1534, $-   ," $1,324,310.00 ",443," $624,506.00 "," $832,675.00 "
00132200, University of Redlands, CA,923730999, Private/Non-Profit,640," $487,050.00 "," $995,627.00 ",587, $-   ," $545,462.00 ",1000," $304,165.00 "," $405,553.00 "
00132500, University of San Francisco, CA,941171080, Private/Non-Profit,497," $1,169,610.00 "," $1,288,324.00 ",627, $-   ," $984,303.00 ",184," $447,872.00 "," $906,269.00 "
00132600, Santa Clara University, CA,950534956, Private/Non-Profit,286," $767,247.00 "," $858,185.00 ",300, $-   ," $1,191,945.00 ",173," $364,613.00 "," $486,151.00 "
00132800, University of Southern California, CA,900890001, Private/Non-Profit,3289," $5,346,786.00 "," $6,362,282.00 ",2409, $-   ," $6,572,248.00 ",2937," $1,698,975.00 "," $4,047,072.00 "
00132900, University of the Pacific, CA,952110197, Private/Non-Profit,681," $1,219,865.00 "," $1,155,464.00 ",1102, $-   ," $3,774,363.00 ",1256," $569,762.00 "," $882,560.00 "
00133400, Ventura College, CA,930033899, Public,223," $479,267.00 "," $647,211.00 ",0, $-   , $-   ,1377," $489,348.00 "," $629,411.00 "
00133500, Victor Valley Community College, CA,923955850, Public,99," $277,098.00 "," $313,337.00 ",0, $-   , $-   ,669," $305,763.00 "," $244,000.00 "
00133800, West Valley College, CA,950705697, Public,77," $160,132.00 "," $194,802.00 ",0, $-   , $-   ,463," $139,731.00 "," $180,000.00 "
00133900, Corban University, OR,973179392, Private/Non-Profit,139," $99,026.00 "," $222,860.00 ",51, $-   ," $122,500.00 ",74," $60,000.00 "," $76,000.00 "
00134100, Westmont College, CA,931081099, Private/Non-Profit,245," $126,426.00 "," $253,580.00 ",176, $-   ," $460,961.00 ",181," $114,219.00 "," $152,292.00 "
00134200, Whittier College, CA,906084413, Private/Non-Profit,436," $454,644.00 "," $836,614.00 ",207, $-   ," $456,278.00 ",106," $224,055.00 "," $257,520.00 "
00134300, Woodbury University, CA,915041052, Private/Non-Profit,94," $134,355.00 "," $124,323.00 ",54, $-   ," $245,600.00 ",112," $137,686.00 "," $135,083.00 "
00134400, Yuba College, CA,959017699, Public,108," $161,307.00 "," $142,832.00 ",0, $-   , $-   ,766," $159,973.00 "," $204,267.00 "
00134500, Adams State University, CO,811022373, Public,215," $289,320.00 "," $289,320.00 ",17, $-   ," $33,380.00 ",73," $145,580.00 "," $145,580.00 "
00134600, Arapahoe Community College, CO,801609002, Public,35," $174,878.00 "," $97,930.00 ",0, $-   , $-   ,406," $154,657.00 "," $209,520.00 "
00134700, Colorado College, CO,809033294, Private/Non-Profit,255," $124,433.00 "," $165,911.00 ",209, $-   ," $967,968.00 ",51," $145,484.00 "," $193,979.00 "
00134800, Colorado School of Mines, CO,804011887, Public,235," $267,067.00 "," $356,090.00 ",124, $-   ," $607,658.00 ",44," $98,523.00 "," $131,364.00 "
00134900, University of Northern Colorado, CO,806390001, Public,163," $398,298.00 "," $387,495.00 ",489, $-   ," $974,199.00 ",166," $232,071.00 "," $354,836.00 "
00135000, Colorado State University, CO,805230100, Public,465," $945,884.00 "," $1,014,889.00 ",1983, $-   ," $3,745,127.00 ",572," $488,367.00 "," $723,580.00 "
00135200, Denver Seminary, CO,801202192, Private/Non-Profit,28," $53,722.00 "," $69,768.00 ",0, $-   , $-   ,0, $-   , $-   
00135300, Fort Lewis College, CO,813013999, Public,136," $156,041.00 "," $207,496.00 ",118, $-   ," $399,517.00 ",80," $100,789.00 "," $134,385.00 "
00135400, Iliff School of Theology, CO,802104798, Private/Non-Profit,22," $39,775.00 "," $54,396.00 ",18, $-   ," $124,400.00 ",0, $-   , $-   
00135500, Lamar Community College, CO,810523999, Public,14," $14,550.00 "," $17,160.00 ",0, $-   , $-   ,11," $13,406.00 "," $12,139.00 "
00135800, Colorado Mesa University, CO,815013122, Public,151," $204,286.00 "," $255,258.00 ",77, $-   ," $154,012.00 ",75," $193,169.00 "," $213,894.00 "
00135900, Colorado Northwestern Community College, CO,816483598, Public,26," $24,363.00 "," $32,484.00 ",40, $-   ," $160,028.00 ",19," $19,026.00 "," $25,368.00 "
00136000, Metropolitan State University of Denver, CO,802043362, Public,150," $660,487.00 "," $509,590.00 ",429, $-   ," $1,495,596.00 ",539," $650,673.00 "," $775,582.00 "
00136100, Northeastern Junior College, CO,807512399, Public,53," $97,740.00 "," $74,581.00 ",0, $-   , $-   ,45," $21,984.00 "," $46,146.00 "
00136200, Otero Junior College, CO,810503346, Public,20," $60,820.00 "," $45,615.00 ",0, $-   , $-   ,18," $29,334.00 "," $44,539.00 "
00136300, Regis University, CO,802211099, Private/Non-Profit,383," $723,012.00 "," $651,596.00 ",145, $-   ," $339,626.00 ",165," $335,486.00 "," $688,319.00 "
00136500, Colorado State University-Pueblo, CO,810014901, Public,268," $469,791.00 "," $455,412.00 ",29, $-   ," $105,615.00 ",1237," $471,713.00 "," $615,785.00 "
00136800, Trinidad State Junior College, CO,810822396, Public,61," $108,839.00 "," $114,049.00 ",0, $-   , $-   ,65," $62,304.00 "," $63,816.00 "
00137000, University of Colorado Boulder, CO,803090077, Public,1121," $1,760,228.00 "," $1,866,535.00 ",593, $-   ," $2,704,866.00 ",387," $698,366.00 "," $1,443,355.00 "
00137100, University of Denver, CO,802082000, Private/Non-Profit,734," $1,575,703.00 "," $2,068,141.00 ",1050, $-   ," $4,044,652.00 ",200," $396,159.00 "," $526,879.00 "
00137200, Western State Colorado University, CO,812310000, Public,197," $187,283.00 "," $249,711.00 ",100, $-   ," $90,984.00 ",235," $85,760.00 "," $114,347.00 "
00137400, Albertus Magnus College, CT,65111189, Private/Non-Profit,99," $119,172.00 "," $150,659.00 ",46, $-   ," $85,955.00 ",263," $109,673.00 "," $154,468.00 "
00137800, Central Connecticut State University, CT,60502490, Public,293," $302,792.00 "," $322,429.00 ",253, $-   ," $501,679.00 ",234," $235,571.00 "," $315,428.00 "
00137900, Connecticut College, CT,63204196, Private/Non-Profit,626," $282,985.00 "," $597,150.00 ",281, $-   ," $244,452.00 ",274," $309,236.00 "," $412,315.00 "
00138000, Western Connecticut State University, CT,68106826, Public,74," $116,352.00 "," $155,136.00 ",71, $-   ," $261,500.00 ",60," $107,890.00 "," $143,853.00 "
00138500, Fairfield University, CT,68245171, Private/Non-Profit,231," $363,394.00 "," $209,459.00 ",448, $-   ," $550,464.00 ",232," $280,224.00 "," $418,530.00 "
00138700, Hartford Seminary, CT,61052279, Private/Non-Profit,6," $8,291.00 "," $11,055.00 ",0, $-   , $-   ,0, $-   , $-   
00139200, Manchester Community College, CT,60451046, Public,85," $139,538.00 "," $198,130.00 ",0, $-   , $-   ,418," $125,000.00 "," $154,968.00 "
00139300, Mitchell College, CT,63204498, Private/Non-Profit,50," $53,558.00 "," $48,792.00 ",47, $-   ," $78,210.00 ",114," $46,412.00 "," $79,734.00 "
00139700, University of New Haven, CT,65161999, Private/Non-Profit,238," $509,636.00 "," $465,749.00 ",119, $-   ," $337,185.00 ",170," $313,125.00 "," $552,263.00 "
00139800, Northwestern Connecticut Community College, CT,60981747, Public,46," $30,865.00 "," $46,351.00 ",0, $-   , $-   ,188," $26,192.00 "," $32,441.00 "
00139900, Norwalk Community College, CT,68541655, Public,38," $116,410.00 "," $114,878.00 ",0, $-   , $-   ,812," $106,224.00 "," $105,864.00 "
00140100, Post University, CT,67233240, Proprietary,182," $430,445.00 "," $359,469.00 ",0, $-   , $-   ,539," $500,000.00 "," $732,274.00 "
00140200, Quinnipiac University, CT,65181908, Private/Non-Profit,1002," $967,306.00 "," $899,214.00 ",492, $-   ," $585,444.00 ",444," $438,018.00 "," $849,806.00 "
00140300, Sacred Heart University, CT,68251000, Private/Non-Profit,701," $534,532.00 "," $677,074.00 ",4, $-   ," $10,000.00 ",376," $273,451.00 "," $346,371.00 "
00140600, Southern Connecticut State University, CT,65151355, Public,126," $339,241.00 "," $335,418.00 ",144, $-   ," $592,566.00 ",790," $212,241.00 "," $393,322.00 "
00140900, University of Saint Joseph, CT,61172791, Private/Non-Profit,137," $218,929.00 "," $228,215.00 ",30, $-   ," $79,242.00 ",264," $81,048.00 "," $189,333.00 "
00141400, Trinity College, CT,61063100, Private/Non-Profit,273," $223,719.00 "," $302,358.00 ",112, $-   ," $413,727.00 ",258," $296,183.00 "," $469,484.00 "
00141600, University of Bridgeport, CT,66015650, Private/Non-Profit,269," $401,693.00 "," $416,113.00 ",515, $-   ," $612,380.00 ",398," $416,691.00 "," $402,271.00 "
00141700, University of Connecticut, CT,62692151, Public,725," $1,296,572.00 "," $1,319,018.00 ",753, $-   ," $2,408,429.00 ",194," $563,019.00 "," $750,692.00 "
00142200, University of Hartford, CT,61171599, Private/Non-Profit,385," $540,313.00 "," $516,179.00 ",411, $-   ," $800,212.00 ",545," $489,622.00 "," $832,934.00 "
00142400, Wesleyan University, CT,64593208, Private/Non-Profit,897," $625,771.00 "," $1,110,234.00 ",303, $-   ," $817,282.00 ",260," $703,250.00 "," $1,021,103.00 "
00142500, Eastern Connecticut State University, CT,62262295, Public,75," $144,695.00 "," $141,195.00 ",156, $-   ," $159,450.00 ",268," $139,630.00 "," $130,601.00 "
00142600, Yale University, CT,65208229, Private/Non-Profit,1356," $1,656,939.00 "," $3,516,070.00 ",998, $-   ," $5,211,133.00 ",436," $868,326.00 "," $1,710,080.00 "
00142800, Delaware State University, DE,199012277, Public,111," $194,699.00 "," $186,475.00 ",0, $-   , $-   ,260," $178,703.00 "," $199,364.00 "
00142900, Goldey-Beacom College, DE,198081993, Private/Non-Profit,41," $58,617.00 "," $60,951.00 ",1, $-   ," $5,000.00 ",72," $41,328.00 "," $69,395.00 "
00143100, University of Delaware, DE,197160099, Public,489," $800,000.00 "," $593,908.00 ",1311, $-   ," $2,055,023.00 ",767," $491,279.00 "," $921,704.00 "
